number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_colsample,params_depth,params_leaves,params_lr,params_min_child,params_n,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_NSGAIISampler:generation,state
10,0.7744181026107126,0.7964498397613414,0.46445998059281113,2026-04-17 12:10:27.853934,2026-04-17 12:10:39.311719,0 days 00:00:11.457785,0.8090931317527976,8,93,0.0018207402509174454,80,481,7.04480806377519e-05,1.6934490731313353e-08,0.7975182385457563,0,COMPLETE
11,0.7674973498586727,0.7879515986796595,0.43394173107188383,2026-04-17 12:10:39.312405,2026-04-17 12:10:44.567767,0 days 00:00:05.255362,0.69971689165955,3,61,0.001717044659935762,56,418,4.9368087974032924e-05,0.06308995924905789,0.9630265895704372,0,COMPLETE
12,0.7659512725965616,0.7892281200681563,0.4386297664136485,2026-04-17 12:10:44.568521,2026-04-17 12:10:52.510583,0 days 00:00:07.942062,0.8533615026041694,3,41,0.003146919894620846,94,245,0.6968596391373533,0.1710207048797339,0.9232481518257668,0,COMPLETE
13,0.7742639123074391,0.7963145962491573,0.464499853525596,2026-04-17 12:10:52.511328,2026-04-17 12:10:58.875611,0 days 00:00:06.364283,0.6440207698110707,10,125,0.0025467919845078256,91,370,1.1256839212661599e-06,6.98184330520185e-05,0.7272013899887455,0,COMPLETE
14,0.7778140615564054,0.8076782609207604,0.4684927756944407,2026-04-17 12:10:58.876289,2026-04-17 12:11:06.308771,0 days 00:00:07.432482,0.6479461469334731,9,86,0.06026633507635092,47,103,1.0927895733904103e-05,3.0632845126552133,0.6888431241882921,0,COMPLETE
15,0.7754797443529025,0.8062321417188647,0.4557860327243122,2026-04-17 12:11:06.309493,2026-04-17 12:11:13.691909,0 days 00:00:07.382416,0.7007129183301457,7,67,0.005050322074279213,98,452,0.00029870091504560114,5.103930927389519e-06,0.9849789179768444,0,COMPLETE
16,0.7721019515918712,0.8025471820196535,0.43596910511084064,2026-04-17 12:11:13.692597,2026-04-17 12:11:22.174836,0 days 00:00:08.482239,0.9633063543866615,3,85,0.004167147855597244,14,405,1.4323759352560882e-06,2.0139739500176936e-07,0.7114585856946446,0,COMPLETE
17,0.7778550595946596,0.8075490912253741,0.4540339965806054,2026-04-17 12:11:22.176329,2026-04-17 12:11:27.993215,0 days 00:00:05.816886,0.8912865394447438,10,108,0.011616996897195595,79,221,2.0419645327312315e-05,0.00490628164601872,0.6950550175969599,0,COMPLETE
18,0.7776221177262483,0.8077021040557489,0.44802965864687516,2026-04-17 12:11:27.994539,2026-04-17 12:11:32.967667,0 days 00:00:04.973128,0.6163100566219055,7,129,0.023912141167670414,39,145,0.0020798714270728416,0.012533698878351464,0.6746074041599417,0,COMPLETE
19,0.7724023909874248,0.7696418798231144,0.462246154054736,2026-04-17 12:11:32.968495,2026-04-17 12:11:41.685287,0 days 00:00:08.716792,0.7546941385202149,7,104,0.0010866673777466193,25,213,2.6950690621944617,1.7285760734977495e-07,0.8763750952409863,0,COMPLETE
20,0.7745237041431687,0.8061637191813593,0.4365398094652111,2026-04-17 12:11:41.687854,2026-04-17 12:11:47.580167,0 days 00:00:05.892313,0.9268888800804863,3,134,0.005523209354840282,33,563,0.0009926755025313784,0.0005845951462609696,0.8639936184136716,0,COMPLETE
21,0.7724393521492093,0.802965290030406,0.44936456072678654,2026-04-17 12:11:47.581011,2026-04-17 12:11:56.125039,0 days 00:00:08.544028,0.7396838298450643,3,137,0.0033596393259423033,67,549,0.03416654859330391,1.1857478328321251,0.7356119164194803,0,COMPLETE
22,0.7726762373209196,0.8002187158694982,0.5423030809540519,2026-04-17 12:11:56.125675,2026-04-17 12:12:02.483057,0 days 00:00:06.357382,0.842571623863836,9,31,0.08518850836015658,24,421,1.2099668294649193e-08,8.189245406796203e-08,0.9594216754108317,0,COMPLETE
23,0.7751731163790545,0.8068097407942512,0.44513157977915285,2026-04-17 12:12:02.483772,2026-04-17 12:12:10.165751,0 days 00:00:07.681979,0.689707723784224,3,91,0.027786919322282833,72,180,0.025681062756497588,1.365343060974712e-06,0.8607845038010402,0,COMPLETE
24,0.7767004061210305,0.8063376032255951,0.44912924669598975,2026-04-17 12:12:10.166471,2026-04-17 12:12:17.298014,0 days 00:00:07.131543,0.637469907131237,8,131,0.005106219018733596,69,425,2.0391173859019014e-05,2.4368079851853013e-06,0.8273234413341887,0,COMPLETE
25,0.7753203909274416,0.7992340735051935,0.46532616064039733,2026-04-17 12:12:17.298851,2026-04-17 12:12:27.584363,0 days 00:00:10.285512,0.8010548372420768,10,136,0.0033958127159684805,67,296,0.0015564492396416625,0.00027080659985063754,0.9179245214166594,0,COMPLETE
26,0.7698090269253359,0.7879190545820141,0.4595747197246226,2026-04-17 12:12:27.585913,2026-04-17 12:12:32.744551,0 days 00:00:05.158638,0.9761834337411657,8,23,0.00265990765382994,68,240,3.8490822633646453,1.7130873652275964,0.6708442717628196,0,COMPLETE
27,0.7747566813721354,0.8064235916293204,0.4352595158388498,2026-04-17 12:12:32.745252,2026-04-17 12:12:41.871778,0 days 00:00:09.126526,0.941203782186944,3,76,0.006389974309230983,97,565,4.467247645704661e-06,2.92334153716481e-05,0.9854479908357011,0,COMPLETE
28,0.7753424164641518,0.8065314909524571,0.4546573633314358,2026-04-17 12:12:41.872454,2026-04-17 12:12:46.613638,0 days 00:00:04.741184,0.828024468035746,5,92,0.07114609552790999,95,184,7.491839140486663e-08,0.0034281912357116743,0.8784119186699892,0,COMPLETE
29,0.7680839547722428,0.8020434490363947,0.502961769493764,2026-04-17 12:12:46.614420,2026-04-17 12:12:51.982663,0 days 00:00:05.368243,0.8809936335948436,4,134,0.14270774024443011,77,359,1.7195719847367482e-05,4.388606059101698e-06,0.8788062963981071,0,COMPLETE
30,0.7701191914358216,0.7992899019304857,0.559066792349052,2026-04-17 12:12:51.983510,2026-04-17 12:13:03.348454,0 days 00:00:11.364944,0.9193180715867101,9,139,0.05770902485860905,56,534,0.007074168123960424,0.020782696494253808,0.8006065178748798,0,COMPLETE
31,0.7747602773241282,0.803335339933786,0.5152193696435265,2026-04-17 12:13:03.349307,2026-04-17 12:13:13.238769,0 days 00:00:09.889462,0.6143769095186968,10,69,0.053915976081982384,18,269,0.0001550180120475692,0.0007652471350809116,0.8313120563984696,0,COMPLETE
32,0.7729089064079032,0.783353063679656,0.4659810982230791,2026-04-17 12:13:13.239465,2026-04-17 12:13:17.846776,0 days 00:00:04.607311,0.6508242050607539,7,24,0.00420281152113476,84,115,0.0005014057851649953,0.08510243330316114,0.7440762565645052,0,COMPLETE
33,0.7702702113165073,0.7798223297094475,0.46407711433736154,2026-04-17 12:13:17.847544,2026-04-17 12:13:22.551636,0 days 00:00:04.704092,0.8549719605992826,7,26,0.0029488063388958506,58,142,0.0342627331241641,6.062736806014784,0.8162540486440426,0,COMPLETE
34,0.7759401729422704,0.8069460088669798,0.4469338712536084,2026-04-17 12:13:22.552362,2026-04-17 12:13:31.746080,0 days 00:00:09.193718,0.610140297366183,5,55,0.013289745828881445,49,498,4.611431184204183,0.33405739074934476,0.6313825525369063,0,COMPLETE
35,0.7784448164086216,0.8078487670390504,0.45333215440530006,2026-04-17 12:13:31.746751,2026-04-17 12:13:36.871296,0 days 00:00:05.124545,0.8858383690800249,6,40,0.032696659634451126,32,186,0.008745333795459427,3.3067782505821335e-06,0.8196906658824482,0,COMPLETE
36,0.7640294952062778,0.7935342201579324,0.573570252235725,2026-04-17 12:13:36.872711,2026-04-17 12:13:46.612608,0 days 00:00:09.739897,0.7423890714605046,8,100,0.11963933511886403,48,377,0.06616297031744844,1.3475391688833286e-08,0.699092395800463,0,COMPLETE
37,0.7667057456130083,0.7662250884357188,0.4649375143515617,2026-04-17 12:13:46.613527,2026-04-17 12:13:50.931926,0 days 00:00:04.318399,0.6391336642604005,3,132,0.0017888942100339285,74,120,0.0002657925942352368,0.00018249288504126838,0.78966953163493,0,COMPLETE
38,0.7737103666266096,0.7917262830604178,0.4605152160492054,2026-04-17 12:13:50.932632,2026-04-17 12:14:00.273662,0 days 00:00:09.341030,0.7498450458505885,6,100,0.0023817878481417814,67,299,0.004292786024278082,0.00033746312759494907,0.6181216039088178,0,COMPLETE
39,0.7772353088510702,0.8069580911806702,0.4745694440456343,2026-04-17 12:14:00.274490,2026-04-17 12:14:05.195176,0 days 00:00:04.920686,0.8343102325093853,8,29,0.07308025547229001,68,181,2.897825120061561,0.001511010912721949,0.6106045242166487,0,COMPLETE
40,0.776421309827522,0.8065316375631895,0.455101174048532,2026-04-17 12:14:05.196719,2026-04-17 12:14:16.109574,0 days 00:00:10.912855,0.9844762255295657,8,91,0.006993477523765754,95,329,1.4065519514511133,5.782560870607466e-07,0.7544410551203097,0,COMPLETE
41,0.7667671834955824,0.7626512873509933,0.4643207793382105,2026-04-17 12:14:16.110384,2026-04-17 12:14:20.306535,0 days 00:00:04.196151,0.7275902521175045,3,32,0.0014155868529879955,72,109,0.40167777132330196,1.6197478853301623e-08,0.6284754593840916,0,COMPLETE
42,0.7770519415191643,0.8073359989734,0.4552952980910041,2026-04-17 12:14:20.307242,2026-04-17 12:14:29.464346,0 days 00:00:09.157104,0.8940284175215543,5,111,0.05920491279146766,67,159,0.170344601047587,3.4539110844500054e-06,0.9509888054108212,0,COMPLETE
43,0.7749775292089494,0.8012459221299885,0.46417009540515153,2026-04-17 12:14:29.465913,2026-04-17 12:14:41.552751,0 days 00:00:12.086838,0.9105651842967988,9,149,0.0024329021389946463,47,504,1.1674327227577309e-05,2.38130997092364,0.7488072343171133,0,COMPLETE
44,0.7719067781643192,0.8014912191738797,0.5162743230554085,2026-04-17 12:14:41.553474,2026-04-17 12:14:51.650065,0 days 00:00:10.096591,0.8021009489791429,6,118,0.07378778708706622,19,476,0.27423140893587533,7.593577142680321e-06,0.9610211626718267,0,COMPLETE
45,0.7779424097884637,0.8073574144552047,0.46770410861011436,2026-04-17 12:14:51.650774,2026-04-17 12:14:56.286450,0 days 00:00:04.635676,0.980024786820322,6,138,0.08886694893516042,18,105,3.5930587834138925,0.001448575024622653,0.7277254550361659,0,COMPLETE
46,0.7778760955169137,0.8078263730483286,0.4456149093784021,2026-04-17 12:14:56.287165,2026-04-17 12:15:04.903917,0 days 00:00:08.616752,0.9166316174903394,6,63,0.02371021185795433,71,246,0.1278095439355726,6.619953325728894e-08,0.900949811775072,0,COMPLETE
47,0.7751279260703254,0.8067053191297344,0.44248818042065496,2026-04-17 12:15:04.904615,2026-04-17 12:15:10.002291,0 days 00:00:05.097676,0.6468268065710423,3,77,0.011909779017876168,90,375,1.936088201918842e-07,0.07138314619350962,0.7403660050208315,0,COMPLETE
48,0.7742954423765688,0.8059985515972576,0.43468226070490923,2026-04-17 12:15:10.004407,2026-04-17 12:15:14.591764,0 days 00:00:04.587357,0.8824968908625985,3,111,0.022146185013425825,16,142,5.3968335759085875e-08,5.801488380656161e-08,0.9287440237161425,0,COMPLETE
49,0.770461751507127,0.8033228178517997,0.4977624799991319,2026-04-17 12:15:14.595011,2026-04-17 12:15:22.193498,0 days 00:00:07.598487,0.9013512741035766,5,126,0.14028710807204534,96,285,2.434087969048871e-05,5.642953223871804e-08,0.9944004255291483,0,COMPLETE
50,0.7717547402845141,0.7875388823279622,0.46607244117450053,2026-04-17 12:15:22.195078,2026-04-17 12:15:27.171517,0 days 00:00:04.976439,0.8343102325093853,10,136,0.0033958127159684805,68,181,2.897825120061561,0.00027080659985063754,0.6106045242166487,1,COMPLETE
51,0.7742146042981135,0.7846515125219872,0.46342931859849235,2026-04-17 12:15:27.172832,2026-04-17 12:15:35.394293,0 days 00:00:08.221461,0.6479461469334731,7,121,0.005050322074279213,47,103,0.00029870091504560114,5.103930927389519e-06,0.6888431241882921,1,COMPLETE
52,0.7765460185684001,0.8063968841245897,0.49809616090750175,2026-04-17 12:15:35.396338,2026-04-17 12:15:41.235582,0 days 00:00:05.839244,0.8343102325093853,8,129,0.07308025547229001,29,181,2.897825120061561,0.00052821153945323,0.6727299868828402,1,COMPLETE
53,0.7765418041675094,0.806473370389517,0.45399027661149005,2026-04-17 12:15:41.238043,2026-04-17 12:15:50.984184,0 days 00:00:09.746141,0.9844762255295657,8,91,0.006993477523765754,95,329,0.0010608115695043315,3.0632845126552133,0.6888431241882921,1,COMPLETE
54,0.7718460513416213,0.7825740803256496,0.4638058605374714,2026-04-17 12:15:50.984956,2026-04-17 12:15:55.879944,0 days 00:00:04.894988,0.7696888036987906,8,23,0.00265990765382994,68,181,2.897825120061561,0.001511010912721949,0.6708442717628196,1,COMPLETE
55,0.7769147521860592,0.8064492183501172,0.4941097797789398,2026-04-17 12:15:55.880650,2026-04-17 12:16:03.271002,0 days 00:00:07.390352,0.6143769095186968,10,69,0.053915976081982384,32,186,0.008745333795459427,1.4361158183889995,0.8196906658824482,1,COMPLETE
56,0.7767182389061695,0.8070556924971793,0.4510575471980526,2026-04-17 12:16:03.271838,2026-04-17 12:16:10.865877,0 days 00:00:07.594039,0.9100531293444458,5,91,0.027650879647340584,26,360,0.9658611176861268,1.1309571585271483,0.9878338511058234,1,COMPLETE
57,0.7800386576024718,0.8064766471793228,0.462635015902077,2026-04-17 12:16:10.866830,2026-04-17 12:16:19.427514,0 days 00:00:08.560684,0.6232334448672797,10,69,0.006531809029603845,24,269,0.0001550180120475692,0.0007652471350809116,0.662397808134481,1,COMPLETE
58,0.7783830812087245,0.8080070783830291,0.44260152265994135,2026-04-17 12:16:19.428298,2026-04-17 12:16:27.467048,0 days 00:00:08.038750,0.7824279936868144,6,40,0.008708668905847943,32,406,0.1165691561324743,6.267062696005991e-07,0.7465447373174767,1,COMPLETE
59,0.7720823466896454,0.8032781208990192,0.4474523188494921,2026-04-17 12:16:27.467816,2026-04-17 12:16:34.378646,0 days 00:00:06.910830,0.6137554084460873,3,77,0.004601160263509295,21,442,1.527156759251193,2.133142332373004e-06,0.798070764044508,1,COMPLETE
60,0.7739442295532977,0.8019435822958871,0.4527477268739213,2026-04-17 12:16:34.379506,2026-04-17 12:16:41.553843,0 days 00:00:07.174337,0.9844762255295657,6,40,0.006993477523765754,32,186,1.4065519514511133,5.782560870607466e-07,0.7544410551203097,1,COMPLETE
61,0.7743950816863949,0.8059879375478697,0.4553777578627317,2026-04-17 12:16:41.554505,2026-04-17 12:16:47.092937,0 days 00:00:05.538432,0.9193180715867101,3,34,0.05770902485860905,56,534,0.007074168123960424,1.1857478328321251,0.7356119164194803,1,COMPLETE
62,0.7771432333324316,0.8073247408390041,0.44118457292138746,2026-04-17 12:16:47.093670,2026-04-17 12:16:55.403572,0 days 00:00:08.309902,0.9166316174903394,6,63,0.011803129808581628,95,246,7.491839140486663e-08,0.0034281912357116743,0.900949811775072,1,COMPLETE
63,0.7731499152939098,0.7819556786219518,0.46112880524352673,2026-04-17 12:16:55.404333,2026-04-17 12:17:01.910583,0 days 00:00:06.506250,0.6225213102727349,9,21,0.001028055665573648,52,454,1.1036250149900698e-07,5.801488380656161e-08,0.6296178606936361,1,COMPLETE
64,0.7743769193505015,0.8059369210186801,0.4532881494602117,2026-04-17 12:17:01.911433,2026-04-17 12:17:10.945807,0 days 00:00:09.034374,0.8940284175215543,3,137,0.05920491279146766,67,549,0.170344601047587,1.1857478328321251,0.7356119164194803,1,COMPLETE
65,0.7721409752121737,0.803917198859128,0.49765266091229554,2026-04-17 12:17:10.946536,2026-04-17 12:17:16.104117,0 days 00:00:05.157581,0.7423890714605046,9,100,0.08518850836015658,48,159,0.06616297031744844,1.3475391688833286e-08,0.9594216754108317,1,COMPLETE
66,0.7714242910831658,0.8009434341102857,0.46066235913507436,2026-04-17 12:17:16.106035,2026-04-17 12:17:24.764283,0 days 00:00:08.658248,0.8596841208464254,5,77,0.004601160263509295,20,285,1.527156759251193,2.133142332373004e-06,0.9944004255291483,1,COMPLETE
67,0.7745091812984555,0.8060211717048043,0.4621199111042521,2026-04-17 12:17:24.766662,2026-04-17 12:17:30.791443,0 days 00:00:06.024781,0.828024468035746,5,92,0.042020550785392664,97,392,3.7274238226165594e-06,0.0034281912357116743,0.7499482318094817,1,COMPLETE
68,0.7764623285529038,0.8070781261028042,0.4470202533653973,2026-04-17 12:17:30.792837,2026-04-17 12:17:35.513866,0 days 00:00:04.721029,0.8550229885420852,5,55,0.022717137441563427,49,131,0.9658611176861268,0.33405739074934476,0.6313825525369063,1,COMPLETE
69,0.7790503045804293,0.8080163857386979,0.45580181727424895,2026-04-17 12:17:35.514839,2026-04-17 12:17:43.575127,0 days 00:00:08.060288,0.9474396512757841,6,40,0.032696659634451126,24,186,1.2099668294649193e-08,8.189245406796203e-08,0.8196906658824482,1,COMPLETE
70,0.775659742810124,0.8048769263286789,0.4509806579668122,2026-04-17 12:17:43.575891,2026-04-17 12:17:51.031923,0 days 00:00:07.456032,0.842571623863836,9,21,0.003065949165065247,24,582,1.2099668294649193e-08,8.189245406796203e-08,0.9879515306830556,1,COMPLETE
71,0.7754902187748423,0.8062644399036714,0.48220203684071605,2026-04-17 12:17:51.032639,2026-04-17 12:17:58.836013,0 days 00:00:07.803374,0.6163100566219055,6,138,0.08886694893516042,13,145,1.0478232320633702,0.001448575024622653,0.7277254550361659,1,COMPLETE
72,0.7804137185946189,0.8085991239513559,0.46436327103348807,2026-04-17 12:17:58.839146,2026-04-17 12:18:05.429170,0 days 00:00:06.590024,0.828024468035746,10,98,0.014071026173708619,24,184,0.6245760287469893,0.0034281912357116743,0.662397808134481,1,COMPLETE
73,0.7763383948576688,0.8067032751350454,0.4590309884811633,2026-04-17 12:18:05.429853,2026-04-17 12:18:16.375976,0 days 00:00:10.946123,0.7007129183301457,10,93,0.005050322074279213,80,452,0.00029870091504560114,5.103930927389519e-06,0.9849789179768444,1,COMPLETE
74,0.775328526741764,0.8057893472764635,0.4934456494531805,2026-04-17 12:18:16.376663,2026-04-17 12:18:21.788508,0 days 00:00:05.411845,0.980024786820322,10,108,0.08886694893516042,79,221,3.5930587834138925,0.0009653583548608157,0.6295186258941595,1,COMPLETE
75,0.7784656757686468,0.8078529523703377,0.4532454885081936,2026-04-17 12:18:21.789250,2026-04-17 12:18:30.262396,0 days 00:00:08.473146,0.9100531293444458,5,91,0.027650879647340584,26,360,2.854239907497756,0.07138314619350962,0.7403660050208315,1,COMPLETE
76,0.763520136267938,0.7978491148858258,0.5406132175465407,2026-04-17 12:18:30.263602,2026-04-17 12:18:35.995842,0 days 00:00:05.732240,0.6232334448672797,10,146,0.14028710807204534,96,285,0.6245760287469893,0.002570603566117598,0.662397808134481,1,COMPLETE
77,0.773950406585288,0.8029430740785255,0.44867754050343167,2026-04-17 12:18:35.996575,2026-04-17 12:18:42.477220,0 days 00:00:06.480645,0.8940284175215543,5,86,0.013750188323380071,47,103,1.0927895733904103e-05,3.4539110844500054e-06,0.6888431241882921,1,COMPLETE
78,0.780652017947998,0.808866900313174,0.45896340501216826,2026-04-17 12:18:42.478257,2026-04-17 12:18:51.511226,0 days 00:00:09.032969,0.9795542149013333,7,99,0.008708668905847943,25,406,0.004619423115484311,6.267062696005991e-07,0.6260206371941118,1,COMPLETE
79,0.7744440341657823,0.7987774667160851,0.4641997699177055,2026-04-17 12:18:51.511917,2026-04-17 12:19:01.962379,0 days 00:00:10.450462,0.8010548372420768,8,136,0.0033958127159684805,67,296,0.170344601047587,0.00012327345918220902,0.9179245214166594,1,COMPLETE
80,0.7742637217934263,0.805485025121613,0.48792736917772517,2026-04-17 12:19:01.964279,2026-04-17 12:19:07.198742,0 days 00:00:05.234463,0.6479461469334731,8,86,0.06026633507635092,47,184,7.491839140486663e-08,0.0034281912357116743,0.8784119186699892,1,COMPLETE
81,0.7703820305335654,0.7992684048076526,0.5428087337871685,2026-04-17 12:19:07.199506,2026-04-17 12:19:17.469795,0 days 00:00:10.270289,0.7423890714605046,7,138,0.07378778708706622,19,377,0.27423140893587533,1.3475391688833286e-08,0.6181785521365831,1,COMPLETE
82,0.7680839547722428,0.8020434490363947,0.502961769493764,2026-04-17 12:19:17.470464,2026-04-17 12:19:22.577627,0 days 00:00:05.107163,0.8809936335948436,4,134,0.14270774024443011,77,359,1.7195719847367482e-05,4.388606059101698e-06,0.8788062963981071,1,COMPLETE
83,0.7735410588439765,0.8055868750596998,0.4648455310450097,2026-04-17 12:19:22.578380,2026-04-17 12:19:29.805410,0 days 00:00:07.227030,0.6508242050607539,5,24,0.14028710807204534,84,115,2.434087969048871e-05,0.08510243330316114,0.7440762565645052,1,COMPLETE
84,0.779086885195284,0.8007371907677129,0.5570914593733007,2026-04-17 12:19:29.806875,2026-04-17 12:19:38.770581,0 days 00:00:08.963706,0.9801645936306235,10,134,0.053915976081982384,18,359,1.7195719847367482e-05,0.0007652471350809116,0.8313120563984696,1,COMPLETE
85,0.7767004061210305,0.8063376032255951,0.44912924669598975,2026-04-17 12:19:38.771290,2026-04-17 12:19:49.986833,0 days 00:00:11.215543,0.637469907131237,8,131,0.005106219018733596,69,425,2.0391173859019014e-05,2.4368079851853013e-06,0.8273234413341887,1,COMPLETE
86,0.7772458385990492,0.8073533115791747,0.46131008198273216,2026-04-17 12:19:49.987637,2026-04-17 12:19:55.946158,0 days 00:00:05.958521,0.9166316174903394,6,125,0.02371021185795433,71,370,1.1256839212661599e-06,6.619953325728894e-08,0.7272013899887455,1,COMPLETE
87,0.7717232645792317,0.7917425441472392,0.44904412997733734,2026-04-17 12:19:55.947483,2026-04-17 12:20:04.515901,0 days 00:00:08.568418,0.9561055135563665,5,60,0.0023817878481417814,67,299,0.9658611176861268,0.0001778010520878397,0.6181216039088178,1,COMPLETE
88,0.7718401776406539,0.8037217036367863,0.5066803265342545,2026-04-17 12:20:04.516658,2026-04-17 12:20:09.961276,0 days 00:00:05.444618,0.710952473192453,6,138,0.08886694893516042,66,328,4.932765131967249e-07,3.4539110844500054e-06,0.9509888054108212,1,COMPLETE
89,0.7746115339896772,0.8029941533381549,0.4532323290249296,2026-04-17 12:20:09.962125,2026-04-17 12:20:19.474973,0 days 00:00:09.512848,0.9268888800804863,6,134,0.005523209354840282,33,246,0.0009926755025313784,6.619953325728894e-08,0.8639936184136716,1,COMPLETE
90,0.7748979465504854,0.806457869941939,0.44222826672123683,2026-04-17 12:20:19.477874,2026-04-17 12:20:23.899649,0 days 00:00:04.421775,0.689707723784224,3,91,0.020002529412259395,72,180,0.025681062756497588,0.28749982347407854,0.7301321323053057,1,COMPLETE
91,0.7732520240694635,0.8048259223392196,0.4842781515868022,2026-04-17 12:20:23.900329,2026-04-17 12:20:32.384427,0 days 00:00:08.484098,0.6143769095186968,10,126,0.053915976081982384,96,269,2.434087969048871e-05,0.0007652471350809116,0.8313120563984696,1,COMPLETE
92,0.7750859494828232,0.8066356114890729,0.44226580191522713,2026-04-17 12:20:32.385407,2026-04-17 12:20:37.248254,0 days 00:00:04.862847,0.6143769095186968,5,69,0.053915976081982384,95,184,0.0001550180120475692,0.0034281912357116743,0.8784119186699892,1,COMPLETE
93,0.7831687677138943,0.809716430400053,0.4670736853724854,2026-04-17 12:20:37.248953,2026-04-17 12:20:48.319024,0 days 00:00:11.070071,0.8912865394447438,10,108,0.011616996897195595,14,221,2.7678419414850017e-06,0.28749982347407854,0.6950550175969599,1,COMPLETE
94,0.7724393521492093,0.802965290030406,0.44936456072678654,2026-04-17 12:20:48.319866,2026-04-17 12:20:54.178708,0 days 00:00:05.858842,0.7396838298450643,3,137,0.0033596393259423033,67,549,0.03416654859330391,1.1857478328321251,0.7356119164194803,1,COMPLETE
95,0.7689190991673834,0.790227192680352,0.4405332905153544,2026-04-17 12:20:54.179444,2026-04-17 12:20:59.119361,0 days 00:00:04.939917,0.7396838298450643,3,137,0.0023817878481417814,67,332,0.03416654859330391,0.00033746312759494907,0.7356119164194803,1,COMPLETE
96,0.7793410789980498,0.8080026400133173,0.4625901609308075,2026-04-17 12:20:59.126121,2026-04-17 12:21:09.575491,0 days 00:00:10.449370,0.7554709158757928,6,118,0.020002529412259395,19,476,2.7678419414850017e-06,7.593577142680321e-06,0.7301321323053057,1,COMPLETE
97,0.7720823466896454,0.8032781208990192,0.4474523188494921,2026-04-17 12:21:09.576361,2026-04-17 12:21:16.732416,0 days 00:00:07.156055,0.6137554084460873,3,77,0.004601160263509295,21,442,1.527156759251193,2.133142332373004e-06,0.798070764044508,1,COMPLETE
98,0.7735410723146643,0.7831051614805093,0.46826155079628806,2026-04-17 12:21:16.734268,2026-04-17 12:21:25.990446,0 days 00:00:09.256178,0.7413408912104211,10,108,0.001028055665573648,80,454,1.1036250149900698e-07,0.001790214237193581,0.6296178606936361,1,COMPLETE
99,0.7752702470138301,0.8068316334387303,0.44727631941055823,2026-04-17 12:21:25.991171,2026-04-17 12:21:32.140085,0 days 00:00:06.148914,0.689707723784224,3,91,0.027786919322282833,72,180,0.0009926755025313784,1.365343060974712e-06,0.8639936184136716,1,COMPLETE
