number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_colsample,params_depth,params_leaves,params_lr,params_min_child,params_n,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_NSGAIISampler:generation,state
25,0.7753203909274416,0.7992340735051935,0.46532616064039733,2026-04-17 14:56:05.471275,2026-04-17 14:56:14.112268,0 days 00:00:08.640993,0.8010548372420768,10,136,0.0033958127159684805,67,296,0.0015564492396416625,0.00027080659985063754,0.9179245214166594,0,COMPLETE
26,0.7698090269253359,0.7879190545820141,0.4595747197246226,2026-04-17 14:56:14.113165,2026-04-17 14:56:19.419823,0 days 00:00:05.306658,0.9761834337411657,8,23,0.00265990765382994,68,240,3.8490822633646453,1.7130873652275964,0.6708442717628196,0,COMPLETE
27,0.7747566813721354,0.8064235916293204,0.4352595158388498,2026-04-17 14:56:19.420558,2026-04-17 14:56:26.854995,0 days 00:00:07.434437,0.941203782186944,3,76,0.006389974309230983,97,565,4.467247645704661e-06,2.92334153716481e-05,0.9854479908357011,0,COMPLETE
28,0.7753424164641518,0.8065314909524571,0.4546573633314358,2026-04-17 14:56:26.855820,2026-04-17 14:56:31.662901,0 days 00:00:04.807081,0.828024468035746,5,92,0.07114609552790999,95,184,7.491839140486663e-08,0.0034281912357116743,0.8784119186699892,0,COMPLETE
29,0.7680839547722428,0.8020434490363947,0.502961769493764,2026-04-17 14:56:31.663656,2026-04-17 14:56:37.105322,0 days 00:00:05.441666,0.8809936335948436,4,134,0.14270774024443011,77,359,1.7195719847367482e-05,4.388606059101698e-06,0.8788062963981071,0,COMPLETE
30,0.7701191914358216,0.7992899019304857,0.559066792349052,2026-04-17 14:56:37.106144,2026-04-17 14:56:47.482629,0 days 00:00:10.376485,0.9193180715867101,9,139,0.05770902485860905,56,534,0.007074168123960424,0.020782696494253808,0.8006065178748798,0,COMPLETE
31,0.7747602773241282,0.803335339933786,0.5152193696435265,2026-04-17 14:56:47.483589,2026-04-17 14:56:54.923009,0 days 00:00:07.439420,0.6143769095186968,10,69,0.053915976081982384,18,269,0.0001550180120475692,0.0007652471350809116,0.8313120563984696,0,COMPLETE
32,0.7729089064079032,0.783353063679656,0.4659810982230791,2026-04-17 14:56:54.923806,2026-04-17 14:57:00.465510,0 days 00:00:05.541704,0.6508242050607539,7,24,0.00420281152113476,84,115,0.0005014057851649953,0.08510243330316114,0.7440762565645052,0,COMPLETE
33,0.7702702113165073,0.7798223297094475,0.46407711433736154,2026-04-17 14:57:00.466229,2026-04-17 14:57:05.222336,0 days 00:00:04.756107,0.8549719605992826,7,26,0.0029488063388958506,58,142,0.0342627331241641,6.062736806014784,0.8162540486440426,0,COMPLETE
34,0.7759401729422704,0.8069460088669798,0.4469338712536084,2026-04-17 14:57:05.223241,2026-04-17 14:57:13.819160,0 days 00:00:08.595919,0.610140297366183,5,55,0.013289745828881445,49,498,4.611431184204183,0.33405739074934476,0.6313825525369063,0,COMPLETE
35,0.7784448164086216,0.8078487670390504,0.45333215440530006,2026-04-17 14:57:13.819946,2026-04-17 14:57:18.940092,0 days 00:00:05.120146,0.8858383690800249,6,40,0.032696659634451126,32,186,0.008745333795459427,3.3067782505821335e-06,0.8196906658824482,0,COMPLETE
36,0.7640294952062778,0.7935342201579324,0.573570252235725,2026-04-17 14:57:18.940874,2026-04-17 14:57:27.409129,0 days 00:00:08.468255,0.7423890714605046,8,100,0.11963933511886403,48,377,0.06616297031744844,1.3475391688833286e-08,0.699092395800463,0,COMPLETE
37,0.7667057456130083,0.7662250884357188,0.4649375143515617,2026-04-17 14:57:27.409981,2026-04-17 14:57:31.938626,0 days 00:00:04.528645,0.6391336642604005,3,132,0.0017888942100339285,74,120,0.0002657925942352368,0.00018249288504126838,0.78966953163493,0,COMPLETE
38,0.7737103666266096,0.7917262830604178,0.4605152160492054,2026-04-17 14:57:31.939422,2026-04-17 14:57:37.795117,0 days 00:00:05.855695,0.7498450458505885,6,100,0.0023817878481417814,67,299,0.004292786024278082,0.00033746312759494907,0.6181216039088178,0,COMPLETE
39,0.7772353088510702,0.8069580911806702,0.4745694440456343,2026-04-17 14:57:37.795921,2026-04-17 14:57:44.733604,0 days 00:00:06.937683,0.8343102325093853,8,29,0.07308025547229001,68,181,2.897825120061561,0.001511010912721949,0.6106045242166487,0,COMPLETE
40,0.776421309827522,0.8065316375631895,0.455101174048532,2026-04-17 14:57:44.734356,2026-04-17 14:57:50.960662,0 days 00:00:06.226306,0.9844762255295657,8,91,0.006993477523765754,95,329,1.4065519514511133,5.782560870607466e-07,0.7544410551203097,0,COMPLETE
41,0.7667671834955824,0.7626512873509933,0.4643207793382105,2026-04-17 14:57:50.961651,2026-04-17 14:57:57.050611,0 days 00:00:06.088960,0.7275902521175045,3,32,0.0014155868529879955,72,109,0.40167777132330196,1.6197478853301623e-08,0.6284754593840916,0,COMPLETE
42,0.7770519415191643,0.8073359989734,0.4552952980910041,2026-04-17 14:57:57.051569,2026-04-17 14:58:02.315661,0 days 00:00:05.264092,0.8940284175215543,5,111,0.05920491279146766,67,159,0.170344601047587,3.4539110844500054e-06,0.9509888054108212,0,COMPLETE
43,0.7749775292089494,0.8012459221299885,0.46417009540515153,2026-04-17 14:58:02.316456,2026-04-17 14:58:12.413846,0 days 00:00:10.097390,0.9105651842967988,9,149,0.0024329021389946463,47,504,1.1674327227577309e-05,2.38130997092364,0.7488072343171133,0,COMPLETE
44,0.7719067781643192,0.8014912191738797,0.5162743230554085,2026-04-17 14:58:12.414632,2026-04-17 14:58:19.835388,0 days 00:00:07.420756,0.8021009489791429,6,118,0.07378778708706622,19,476,0.27423140893587533,7.593577142680321e-06,0.9610211626718267,0,COMPLETE
45,0.7779424097884637,0.8073574144552047,0.46770410861011436,2026-04-17 14:58:19.836053,2026-04-17 14:58:24.926836,0 days 00:00:05.090783,0.980024786820322,6,138,0.08886694893516042,18,105,3.5930587834138925,0.001448575024622653,0.7277254550361659,0,COMPLETE
46,0.7778760955169137,0.8078263730483286,0.4456149093784021,2026-04-17 14:58:24.927629,2026-04-17 14:58:32.151468,0 days 00:00:07.223839,0.9166316174903394,6,63,0.02371021185795433,71,246,0.1278095439355726,6.619953325728894e-08,0.900949811775072,0,COMPLETE
47,0.7751279260703254,0.8067053191297344,0.44248818042065496,2026-04-17 14:58:32.152326,2026-04-17 14:58:37.425732,0 days 00:00:05.273406,0.6468268065710423,3,77,0.011909779017876168,90,375,1.936088201918842e-07,0.07138314619350962,0.7403660050208315,0,COMPLETE
48,0.7742954423765688,0.8059985515972576,0.43468226070490923,2026-04-17 14:58:37.426503,2026-04-17 14:58:43.609379,0 days 00:00:06.182876,0.8824968908625985,3,111,0.022146185013425825,16,142,5.3968335759085875e-08,5.801488380656161e-08,0.9287440237161425,0,COMPLETE
49,0.770461751507127,0.8033228178517997,0.4977624799991319,2026-04-17 14:58:43.610232,2026-04-17 14:58:49.113019,0 days 00:00:05.502787,0.9013512741035766,5,126,0.14028710807204534,96,285,2.434087969048871e-05,5.642953223871804e-08,0.9944004255291483,0,COMPLETE
50,0.7717547402845141,0.7875388823279622,0.46607244117450053,2026-04-17 14:58:49.113747,2026-04-17 14:58:54.135756,0 days 00:00:05.022009,0.8343102325093853,10,136,0.0033958127159684805,68,181,2.897825120061561,0.00027080659985063754,0.6106045242166487,1,COMPLETE
51,0.7742146042981135,0.7846515125219872,0.46342931859849235,2026-04-17 14:58:54.136499,2026-04-17 14:59:01.050614,0 days 00:00:06.914115,0.6479461469334731,7,121,0.005050322074279213,47,103,0.00029870091504560114,5.103930927389519e-06,0.6888431241882921,1,COMPLETE
52,0.7765460185684001,0.8063968841245897,0.49809616090750175,2026-04-17 14:59:01.051556,2026-04-17 14:59:06.511826,0 days 00:00:05.460270,0.8343102325093853,8,129,0.07308025547229001,29,181,2.897825120061561,0.00052821153945323,0.6727299868828402,1,COMPLETE
53,0.7765418041675094,0.806473370389517,0.45399027661149005,2026-04-17 14:59:06.512549,2026-04-17 14:59:14.445051,0 days 00:00:07.932502,0.9844762255295657,8,91,0.006993477523765754,95,329,0.0010608115695043315,3.0632845126552133,0.6888431241882921,1,COMPLETE
54,0.7718460513416213,0.7825740803256496,0.4638058605374714,2026-04-17 14:59:14.445974,2026-04-17 14:59:19.699716,0 days 00:00:05.253742,0.7696888036987906,8,23,0.00265990765382994,68,181,2.897825120061561,0.001511010912721949,0.6708442717628196,1,COMPLETE
55,0.7769147521860592,0.8064492183501172,0.4941097797789398,2026-04-17 14:59:19.700443,2026-04-17 14:59:25.225861,0 days 00:00:05.525418,0.6143769095186968,10,69,0.053915976081982384,32,186,0.008745333795459427,1.4361158183889995,0.8196906658824482,1,COMPLETE
56,0.7767182389061695,0.8070556924971793,0.4510575471980526,2026-04-17 14:59:25.226861,2026-04-17 14:59:32.700845,0 days 00:00:07.473984,0.9100531293444458,5,91,0.027650879647340584,26,360,0.9658611176861268,1.1309571585271483,0.9878338511058234,1,COMPLETE
57,0.7800386576024718,0.8064766471793228,0.462635015902077,2026-04-17 14:59:32.701714,2026-04-17 14:59:39.438814,0 days 00:00:06.737100,0.6232334448672797,10,69,0.006531809029603845,24,269,0.0001550180120475692,0.0007652471350809116,0.662397808134481,1,COMPLETE
58,0.7783830812087245,0.8080070783830291,0.44260152265994135,2026-04-17 14:59:39.439596,2026-04-17 14:59:48.108790,0 days 00:00:08.669194,0.7824279936868144,6,40,0.008708668905847943,32,406,0.1165691561324743,6.267062696005991e-07,0.7465447373174767,1,COMPLETE
59,0.7720823466896454,0.8032781208990192,0.4474523188494921,2026-04-17 14:59:48.109465,2026-04-17 14:59:53.533446,0 days 00:00:05.423981,0.6137554084460873,3,77,0.004601160263509295,21,442,1.527156759251193,2.133142332373004e-06,0.798070764044508,1,COMPLETE
60,0.7739442295532977,0.8019435822958871,0.4527477268739213,2026-04-17 14:59:53.534239,2026-04-17 15:00:00.639724,0 days 00:00:07.105485,0.9844762255295657,6,40,0.006993477523765754,32,186,1.4065519514511133,5.782560870607466e-07,0.7544410551203097,1,COMPLETE
61,0.7743950816863949,0.8059879375478697,0.4553777578627317,2026-04-17 15:00:00.640536,2026-04-17 15:00:06.599380,0 days 00:00:05.958844,0.9193180715867101,3,34,0.05770902485860905,56,534,0.007074168123960424,1.1857478328321251,0.7356119164194803,1,COMPLETE
62,0.7771432333324316,0.8073247408390041,0.44118457292138746,2026-04-17 15:00:06.600103,2026-04-17 15:00:12.262273,0 days 00:00:05.662170,0.9166316174903394,6,63,0.011803129808581628,95,246,7.491839140486663e-08,0.0034281912357116743,0.900949811775072,1,COMPLETE
63,0.7731499152939098,0.7819556786219518,0.46112880524352673,2026-04-17 15:00:12.263127,2026-04-17 15:00:20.589385,0 days 00:00:08.326258,0.6225213102727349,9,21,0.001028055665573648,52,454,1.1036250149900698e-07,5.801488380656161e-08,0.6296178606936361,1,COMPLETE
64,0.7743769193505015,0.8059369210186801,0.4532881494602117,2026-04-17 15:00:20.590031,2026-04-17 15:00:26.270544,0 days 00:00:05.680513,0.8940284175215543,3,137,0.05920491279146766,67,549,0.170344601047587,1.1857478328321251,0.7356119164194803,1,COMPLETE
65,0.7721409752121737,0.803917198859128,0.49765266091229554,2026-04-17 15:00:26.271344,2026-04-17 15:00:33.436019,0 days 00:00:07.164675,0.7423890714605046,9,100,0.08518850836015658,48,159,0.06616297031744844,1.3475391688833286e-08,0.9594216754108317,1,COMPLETE
66,0.7714242910831658,0.8009434341102857,0.46066235913507436,2026-04-17 15:00:33.436838,2026-04-17 15:00:39.146139,0 days 00:00:05.709301,0.8596841208464254,5,77,0.004601160263509295,20,285,1.527156759251193,2.133142332373004e-06,0.9944004255291483,1,COMPLETE
67,0.7745091812984555,0.8060211717048043,0.4621199111042521,2026-04-17 15:00:39.146915,2026-04-17 15:00:46.066809,0 days 00:00:06.919894,0.828024468035746,5,92,0.042020550785392664,97,392,3.7274238226165594e-06,0.0034281912357116743,0.7499482318094817,1,COMPLETE
68,0.7764623285529038,0.8070781261028042,0.4470202533653973,2026-04-17 15:00:46.067617,2026-04-17 15:00:51.499811,0 days 00:00:05.432194,0.8550229885420852,5,55,0.022717137441563427,49,131,0.9658611176861268,0.33405739074934476,0.6313825525369063,1,COMPLETE
69,0.7790503045804293,0.8080163857386979,0.45580181727424895,2026-04-17 15:00:51.500558,2026-04-17 15:00:56.675065,0 days 00:00:05.174507,0.9474396512757841,6,40,0.032696659634451126,24,186,1.2099668294649193e-08,8.189245406796203e-08,0.8196906658824482,1,COMPLETE
70,0.775659742810124,0.8048769263286789,0.4509806579668122,2026-04-17 15:00:56.675857,2026-04-17 15:01:06.060911,0 days 00:00:09.385054,0.842571623863836,9,21,0.003065949165065247,24,582,1.2099668294649193e-08,8.189245406796203e-08,0.9879515306830556,1,COMPLETE
71,0.7754902187748423,0.8062644399036714,0.48220203684071605,2026-04-17 15:01:06.061564,2026-04-17 15:01:10.896780,0 days 00:00:04.835216,0.6163100566219055,6,138,0.08886694893516042,13,145,1.0478232320633702,0.001448575024622653,0.7277254550361659,1,COMPLETE
72,0.7804137185946189,0.8085991239513559,0.46436327103348807,2026-04-17 15:01:10.897640,2026-04-17 15:01:19.029075,0 days 00:00:08.131435,0.828024468035746,10,98,0.014071026173708619,24,184,0.6245760287469893,0.0034281912357116743,0.662397808134481,1,COMPLETE
73,0.7763383948576688,0.8067032751350454,0.4590309884811633,2026-04-17 15:01:19.029942,2026-04-17 15:01:26.905306,0 days 00:00:07.875364,0.7007129183301457,10,93,0.005050322074279213,80,452,0.00029870091504560114,5.103930927389519e-06,0.9849789179768444,1,COMPLETE
74,0.775328526741764,0.8057893472764635,0.4934456494531805,2026-04-17 15:01:26.906035,2026-04-17 15:01:34.284984,0 days 00:00:07.378949,0.980024786820322,10,108,0.08886694893516042,79,221,3.5930587834138925,0.0009653583548608157,0.6295186258941595,1,COMPLETE
75,0.7784656757686468,0.8078529523703377,0.4532454885081936,2026-04-17 15:01:34.285764,2026-04-17 15:01:40.158730,0 days 00:00:05.872966,0.9100531293444458,5,91,0.027650879647340584,26,360,2.854239907497756,0.07138314619350962,0.7403660050208315,1,COMPLETE
76,0.763520136267938,0.7978491148858258,0.5406132175465407,2026-04-17 15:01:40.159519,2026-04-17 15:01:47.165334,0 days 00:00:07.005815,0.6232334448672797,10,146,0.14028710807204534,96,285,0.6245760287469893,0.002570603566117598,0.662397808134481,1,COMPLETE
77,0.773950406585288,0.8029430740785255,0.44867754050343167,2026-04-17 15:01:47.166324,2026-04-17 15:01:52.164714,0 days 00:00:04.998390,0.8940284175215543,5,86,0.013750188323380071,47,103,1.0927895733904103e-05,3.4539110844500054e-06,0.6888431241882921,1,COMPLETE
78,0.780652017947998,0.808866900313174,0.45896340501216826,2026-04-17 15:01:52.165445,2026-04-17 15:02:00.676867,0 days 00:00:08.511422,0.9795542149013333,7,99,0.008708668905847943,25,406,0.004619423115484311,6.267062696005991e-07,0.6260206371941118,1,COMPLETE
79,0.7744440341657823,0.7987774667160851,0.4641997699177055,2026-04-17 15:02:00.677672,2026-04-17 15:02:08.442566,0 days 00:00:07.764894,0.8010548372420768,8,136,0.0033958127159684805,67,296,0.170344601047587,0.00012327345918220902,0.9179245214166594,1,COMPLETE
80,0.7742637217934263,0.805485025121613,0.48792736917772517,2026-04-17 15:02:08.443369,2026-04-17 15:02:13.583091,0 days 00:00:05.139722,0.6479461469334731,8,86,0.06026633507635092,47,184,7.491839140486663e-08,0.0034281912357116743,0.8784119186699892,1,COMPLETE
81,0.7703820305335654,0.7992684048076526,0.5428087337871685,2026-04-17 15:02:13.583862,2026-04-17 15:02:22.381066,0 days 00:00:08.797204,0.7423890714605046,7,138,0.07378778708706622,19,377,0.27423140893587533,1.3475391688833286e-08,0.6181785521365831,1,COMPLETE
82,0.7680839547722428,0.8020434490363947,0.502961769493764,2026-04-17 15:02:22.381795,2026-04-17 15:02:27.628658,0 days 00:00:05.246863,0.8809936335948436,4,134,0.14270774024443011,77,359,1.7195719847367482e-05,4.388606059101698e-06,0.8788062963981071,1,COMPLETE
83,0.7735410588439765,0.8055868750596998,0.4648455310450097,2026-04-17 15:02:27.629437,2026-04-17 15:02:33.482006,0 days 00:00:05.852569,0.6508242050607539,5,24,0.14028710807204534,84,115,2.434087969048871e-05,0.08510243330316114,0.7440762565645052,1,COMPLETE
84,0.779086885195284,0.8007371907677129,0.5570914593733007,2026-04-17 15:02:33.482917,2026-04-17 15:02:42.219391,0 days 00:00:08.736474,0.9801645936306235,10,134,0.053915976081982384,18,359,1.7195719847367482e-05,0.0007652471350809116,0.8313120563984696,1,COMPLETE
85,0.7767004061210305,0.8063376032255951,0.44912924669598975,2026-04-17 15:02:42.220574,2026-04-17 15:02:51.611775,0 days 00:00:09.391201,0.637469907131237,8,131,0.005106219018733596,69,425,2.0391173859019014e-05,2.4368079851853013e-06,0.8273234413341887,1,COMPLETE
86,0.7772458385990492,0.8073533115791747,0.46131008198273216,2026-04-17 15:02:51.612467,2026-04-17 15:02:57.600848,0 days 00:00:05.988381,0.9166316174903394,6,125,0.02371021185795433,71,370,1.1256839212661599e-06,6.619953325728894e-08,0.7272013899887455,1,COMPLETE
87,0.7717232645792317,0.7917425441472392,0.44904412997733734,2026-04-17 15:02:57.601521,2026-04-17 15:03:05.369323,0 days 00:00:07.767802,0.9561055135563665,5,60,0.0023817878481417814,67,299,0.9658611176861268,0.0001778010520878397,0.6181216039088178,1,COMPLETE
88,0.7718401776406539,0.8037217036367863,0.5066803265342545,2026-04-17 15:03:05.370198,2026-04-17 15:03:10.828286,0 days 00:00:05.458088,0.710952473192453,6,138,0.08886694893516042,66,328,4.932765131967249e-07,3.4539110844500054e-06,0.9509888054108212,1,COMPLETE
89,0.7746115339896772,0.8029941533381549,0.4532323290249296,2026-04-17 15:03:10.829072,2026-04-17 15:03:17.601631,0 days 00:00:06.772559,0.9268888800804863,6,134,0.005523209354840282,33,246,0.0009926755025313784,6.619953325728894e-08,0.8639936184136716,1,COMPLETE
90,0.7748979465504854,0.806457869941939,0.44222826672123683,2026-04-17 15:03:17.602602,2026-04-17 15:03:23.414937,0 days 00:00:05.812335,0.689707723784224,3,91,0.020002529412259395,72,180,0.025681062756497588,0.28749982347407854,0.7301321323053057,1,COMPLETE
91,0.7732520240694635,0.8048259223392196,0.4842781515868022,2026-04-17 15:03:23.415681,2026-04-17 15:03:29.378399,0 days 00:00:05.962718,0.6143769095186968,10,126,0.053915976081982384,96,269,2.434087969048871e-05,0.0007652471350809116,0.8313120563984696,1,COMPLETE
92,0.7750859494828232,0.8066356114890729,0.44226580191522713,2026-04-17 15:03:29.379160,2026-04-17 15:03:35.949175,0 days 00:00:06.570015,0.6143769095186968,5,69,0.053915976081982384,95,184,0.0001550180120475692,0.0034281912357116743,0.8784119186699892,1,COMPLETE
93,0.7831687677138943,0.809716430400053,0.4670736853724854,2026-04-17 15:03:35.949951,2026-04-17 15:03:43.509630,0 days 00:00:07.559679,0.8912865394447438,10,108,0.011616996897195595,14,221,2.7678419414850017e-06,0.28749982347407854,0.6950550175969599,1,COMPLETE
94,0.7724393521492093,0.802965290030406,0.44936456072678654,2026-04-17 15:03:43.510450,2026-04-17 15:03:51.537425,0 days 00:00:08.026975,0.7396838298450643,3,137,0.0033596393259423033,67,549,0.03416654859330391,1.1857478328321251,0.7356119164194803,1,COMPLETE
95,0.7689190991673834,0.790227192680352,0.4405332905153544,2026-04-17 15:03:51.538199,2026-04-17 15:03:56.725271,0 days 00:00:05.187072,0.7396838298450643,3,137,0.0023817878481417814,67,332,0.03416654859330391,0.00033746312759494907,0.7356119164194803,1,COMPLETE
96,0.7793410789980498,0.8080026400133173,0.4625901609308075,2026-04-17 15:03:56.726042,2026-04-17 15:04:06.615804,0 days 00:00:09.889762,0.7554709158757928,6,118,0.020002529412259395,19,476,2.7678419414850017e-06,7.593577142680321e-06,0.7301321323053057,1,COMPLETE
97,0.7720823466896454,0.8032781208990192,0.4474523188494921,2026-04-17 15:04:06.616471,2026-04-17 15:04:12.143539,0 days 00:00:05.527068,0.6137554084460873,3,77,0.004601160263509295,21,442,1.527156759251193,2.133142332373004e-06,0.798070764044508,1,COMPLETE
98,0.7735410723146643,0.7831051614805093,0.46826155079628806,2026-04-17 15:04:12.144322,2026-04-17 15:04:20.909817,0 days 00:00:08.765495,0.7413408912104211,10,108,0.001028055665573648,80,454,1.1036250149900698e-07,0.001790214237193581,0.6296178606936361,1,COMPLETE
99,0.7752702470138301,0.8068316334387303,0.44727631941055823,2026-04-17 15:04:20.910677,2026-04-17 15:04:25.892500,0 days 00:00:04.981823,0.689707723784224,3,91,0.027786919322282833,72,180,0.0009926755025313784,1.365343060974712e-06,0.8639936184136716,1,COMPLETE
